"numero","titre","chapitre","section","contenu"
"906","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des dispositions particulières relatives au blanchiment de capitaux","Dans tous les cas de condamnation pour infraction de blanchiment de capitaux ou de. tentative, les tribunaux ordonnent la confiscation au profit du trésor public, des produits tirés de l'infraction, des biens mobiliers ou immobiliers dans lesquels ces produits sont transformés ou convertis et, à concurrence de leur valeur, des biens acquis légitimement auxquels lesdits produits sont mêlés, ainsi que des revenus et autres avantages tirés de ces produits, des biens en lesquels ils sont transformés ou investis ou des biens auxquels ils sont mêlés à quelques personnes que ces produits et ces biens appartiennent, à moins que leur propriétaire n'établisse qu'il ignorait leur origine frauduleuse au moment des faits."
"907","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des dispositions particulières relatives au blanchiment de capitaux","Sont sujets à l'extradition les individus poursuivis pour les infractions visées par le présent chapitre quelle que soit la durée de la peine encourue sur le territoire national ; les individus qui, pour des infractions visées par le présent chapitre, sont condamnés définitivement par les tribunaux de l'Etat requérant sans qu'il soit nécessaire de tenir compte de la peine prononcée. TI n'est pas dérogé aux règles de droit commun de l'extradition, notamment celles relatives à la double incrimination. Chapitre n : Des violations des règles de la concurrence"
"908","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Sont soumises aux dispositions du présent chapitre les infractions ci-après: 1) les infractions qualifiées de pratiques anticoncurrentielles ; 2) les infractions aux règles de la transparence du marché et aux pratiques restrictives de la concurrence ; 3) les infractions aux dispositions annexes à l'organisation de la concurrence."
"909","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Constitue une pratique anticoncurrentielle, le fait de contrevenir aux règles relatives aux ententes et aux abus de position dominante tels que définis par les articles 910 et 911 ci-après."
"910","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Tous accords entre entreprises, toutes décisions d'associations d'entreprises et toutes pratiques concertées ayant pour objet ou pouvant avoir. pour effet d'empêcher, de restreindre ou de fausser lejeu de la concurrence sur un marché, sont prohibés, notamment lorsqu'ils tendent à : 1) limiter l'accès au marché; 2) faire obstacle, de manière directe ou indirecte, à la fixation libre des prix d'achat ou de vente ou d'autres conditions de transaction; 3) limiter ou contrôler la production, les débouchés, les investissements ou le progrès technique; 4) répartir les marchés, la clientèle ou les sources d'approvisionnement; 5) appliquer, à l'égard de partenaires commerciaux, des conditions inégales à des prestations équivalentes en leur infligeant de ce fait Un désavantage dans la concurrence; 6) subordonner la conclusion de contrats à l'acceptation, par les partenaires, de prestations supplémentaires qui, par leur nature ou selon les usages commerciaux, n'ont pas de lien avec l'objet de ces contrats."
"911","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Est prohibée dans les mêmes conditions que celles visées à l'article précédent, l'exploitation abusive par une entreprise ou un groupe d'entreprises d'une position dominante ou de l'état de dépendance économique dans lequel se trouve à son égard une entreprise cliente ou un fournisseur sur le marché national ou une partie substantielle de celui-ci, lorsqu'elle tend notamment à : 1) limiter l'accès au marché; 2) imposer de façon directe ou indirecte des prix d'achat ou de vente ou d'autres conditions de transaction non équitables; 3) limiter ou contrôler la production, les débouchés, les investissements ou le progrès technique; 4) appliquer à l'égard de partenaires commerciaux des conditions inégales à des prestations équivalentes, en leur infligeant, de ce fait, un désavantage dans la concurrence; 5) subordonner la conclusion de contrats à l'acceptation, par les partenaires, de prestations supplémentaires qui, par leur nature ou selon les usages commerciaux, n'ont pas de lien avec l'objet de ces contrats. Ces abus peuvent notamment consister en des refus de vente, en des ventes liées, en pratiques discriminatoires ou en des pratiques de prix imposé ainsi que dans la rupture brutale, totale ou partielle, de relations commerciales établies. On entend par rupture brutale, une rupture sans préavis raisonnable compte tenu notamment de la nature, de la durée et de l'éventuelle dépendance économique de l'entreprise victime d'une telle rupture."
"912","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Ne sont pas soumises aux dispositions des articles 910 et 911 ci-dessus les pratiques: 1) qui résultent de l'application d'un texte législatif, sous réserve de la consultation préalable et d'un avis positif de la commission nationale de la concurrence et de la consommation; 2) dont les auteurs peuvent démontrer qu'elles ont pour effet d'assurer un progrès économique, y compris par la création ou le maintien d'emplois, et qu'elles réservent aux utilisateurs une partie équitable du profit qui en résulte, sans donner aux entreprises intéressées la possibilité d'éliminer la concurrence pour une partie substantielle des produits en cause. Ces pratiques qui peuvent consister à organiser, pour les produits agricoles ou d'origine agricole, sous une même marque ou enseigne, les volumes et laqualité de production ainsi que la politique commerciale, y compris en convenant d'un prix de cession commun ne doivent imposer des restrictions à la concurrence, que dans la mesure où elles sont indispensables pour atteindre cet objectif de progrès."
"913","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Est nul de plein droit tout engagement, convention ou clause contractuelle se rapportant à une pratique prohibée par les articles 910 et 911 du présent code."
"914","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Est passible d'une peine d'emprisonnement de deux (02) mois à deux (02) ans et d'une amende dedeux millions (2.000.000) à vingt millions (20.000.000) de francs CFA ou de l'une de ces deux peines, toute personne physique qui prend frauduleusement une part [5J personnelle et déterminante dans la conception, l'organisation ou la mise en œuvre de pratiques visées aux articles 910 et 911. Le tribunal peut condamner solidairement les personnes morales au paiement des amendes prononcées contre leurs dirigeants au titre de leur participation à des pratiques prohibées par les articles 910 et 911 du présent code, conformément à l'article 53 alinéa 6 du présent code."
"915","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","Les amendes infligées aux personnes morales sont calculées sur la base d'une proportion de la valeur des ventes réalisées par chaque entreprise ou organisme en cause, de produits ou de services en relation avec l'infraction ou, s'il y a lieu, les infractions en cause lors de la dernière année de participation à l'infraction. Cette proportion peut représenter jusqu'à quinze pourcent (15 %) de la valeur des ventes réalisées pour les pratiques les moins graves, telles que de simples échanges d'information, et de quinze pourcent (15 %) à trente pourcent (30 %) de la valeur des ventes réalisées pour les pratiques les plus graves, telles qu'un cartel de prix. Ce montant de base est multiplié par le nombre d'années de participation à l'infraction, étant entendu qu'une période supérieure ou égale à six (06) mois compte pour une année. Les amendes sont proportionnées à la gravité des faits reprochés, à l'importance du dommage causé à l'économie, à la capacité contributive de l'organisme ou de l'entreprise sanctionnée ou du groupe auquel l'entreprise appartient et à l'éventuelle récidive de pratiques prohibées par les articles 910 et 911du présent code. Lorsque les pratiques visées aux articles 910 et 911 du présent code sont mises en œuvre par une personne morale (entreprise ou association d'entreprise) de droit privé ou public, le montant maximum de l'amende encourue par cette personne morale est de 5% du chiffre d'affaires mondial hors taxes le plus élevé réalisé au cours d'un des exercices clos depuis l'exercice précédant.celui au cours duquel les pratiques ont été mises en œuvre. Si les comptes de l'entreprise concernée ont été consolidés ou combinés en vertu des textes applicables à sa forme sociale, le chiffre d'affaires pris en compte est celui figurant dans les comptes consolidés ou combinés de l'entreprise consolidante ou combinante. Les amendes sont déterminées individuellement pour chaque personne morale sanctionnée et de façon motivée pour chaque sanction. Lorsqu'une personne morale ne conteste pas la réalité des griefs qui lui sont reprochés au titre des pratiques prohibées par les articles 910 et 911 du présent code, le tribunal peut prononcer une amende en tenant compte de l'absence de contestation. Dans ce cas, le montant maximum de la sanction encourue est réduit de moitié. Une exonération totale ou partielle des amendes peut être accordée à une personne morale qui a, avec d'autres, mis en œuvre une pratique prohibée par les dispositions des articles 935 et 936 du présent code, s'il a contribué à établir la réalité de la pratique prohibée et à identifier ses auteurs, en apportant des éléments d'information dont le tribunal ne disposait pas antérieurement, après avis de la commission nationale de la concurrence et de la consommation."
"916","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des pratiques anticoncurrentielles","La récidive constitue une circonstance aggravante. Sont réputées en état de récidive les personnes physiques ou morales qui, dans un délai de deux (02) ans, se sont rendues coupables d'une infraction de même nature que celle pour laquelle elles ont été condamnées définitivement"
"917","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux règles de la transparence du marché et des pratiques","Nonobstant les peines prévues aux articles 914 et 915 du présent code, la juridiction compétente peut ordonner aux frais du condamné la publication intégrale ou par extraits de sa décision dans un ou plusieurs journaux qu'elle désigne et l'affichage dans les lieux qu'elle indique. En outre, elle peut prescrire l'insertion du texte intégral de sa décision dans le rapport établi sur les opérations de l'exercice par le gérant ou le conseil d'administration. restrictives de la concurrence"
"918","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux règles de la transparence du marché et des pratiques","Au regard de la présente section, sont considérées comme infractions aux règles de la transparence du marché et comme pratiques restrictives: 1) les pratiques de prix imposé et de revente à perte; 2) la non-observation des règles de facturation; 3) la non-communication des barèmes de prix et des conditions de vente; 4) le refus de vente et la subordination de vente à l'égard du consommateur; 5) les pratiques discrinûnatoires entre professionnels; 6) les ventes sauvages et le paracommercialisme; 7) la non-observation des règles relatives à l'information du consommateur; 8) la publicité mensongère ou trompeuse; 9) la non-observation de la réglementation relative aux ventes directes aux consommateurs."
"919","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux règles de la transparence du marché et des pratiques","Les infractions prévues à l'article 918 ci-dessus, à l'exception des points 2 et 8, sont punies d'une peine d'emprisonnement d'un (01) à six (06) mois et d'une amende de cinq cent mille (500.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines. En outre, le tribunal peut ordonner aux frais du condamné la publication de sa décision dans les journaux qu'il désigne. De même, est passible de la même peine le revendeur qui demande à son fournisseur ou obtenu de lui des avantages quelconques contraires aux règles de la concurrence. Sans préjudice des peines prévues à l'alinéa premier ci-dessus, le ministre chargé du commerce peut, en rapport avec le ministre de tutelle concerné, ordonner l'arrêt immédiat de l'exercice de la profession à l'occasion de laquelle l'infraction a été commise ou à l'évacuation du domaine public irrégulièrement occupé à des fins commerciales."
"920","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux règles de la transparence du marché et des pratiques","Tout professionnel qui vend ou revend des produits, des biens ou offre des services sans délivrer de facture est passible d'une peine d'emprisonnement d'un (01) à six (06) mois et d'une amende de cinq cent mille (500.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines. Est puni de la même peine tout professionnel qui, détenant des biens ou des produits pour les besoins de son activité, ne peut enjusûfier la détention par la présentation d'une facture ou de tout autre document en tenant lieu à première réquisition. TI en est de même lorsque: 1) la facture délivrée comporte de faux renseignements sur une ou plusieurs des mentions requises par la loi; 2) la facture est fausse ou falsifiée; 3) la facture ne comporte pas une ou plusieurs des mentions prévues par la loi. Sont également punies de la même peine, la non remise de facture, de reçu ou de note de frais à la demande du consommateur et la non conservation des factures pendant le délai légal de cinq (OS) ans à compter de la date de la transaction."
"921","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Les infractions prévues au point 8 de l'article 918 ci-dessus sont passibles d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cinq cent mille (500.000) à cinq millions (5.000.000) de francs CFA ou de l'une de des deux peines. En outre, le tribunal peut ordonner la publication d'une annonce rectificative aux frais du condamné. Dans tous les cas, l'administration compétente peut, à titre de mesures conservatoires, ordonner le retrait de la publicité litigieuse aux frais du défendeur. L'annonceur, pour le compte duquel la publicité est diffusée, est responsable à titre principal de l'infraction commise."
"922","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Est considéré comme infraction aux dispositions annexes à l'organisation de la concurrence, le fait de contrevenir aux dispositions législatives relatives à la lutte contre la fraude, à la garantie et au service après-vente, aux tromperies et falsifications et à la sécurité du consommateur."
"923","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Sont punies d'une peine d'emprisonnement d'un (01) à six (06) mois et d'une amende de cinq cent mille (500.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines, et ce sans préjudice des droits et taxes dus : 1) toute forme de cession de titre d'importation ou d'exportation; 2) toute importation ou exportation effectuée en violation de la réglementation du contrôle des marchandises avant expédition; 3) toute importation ou exportation sans titre ou sans déclaration en douane des biens, produits et marchandises soumis à ce régime ou leur détermination; 4) toute utilisation de faux documents à des fins d'importation ou d'exportation; 5) toute cession de carte d'autorisations d'installation et la non détention de la carte d'autorisation d'installation après six (06) mois d'activité; 6) toute pratique commerciale sans enseigne apposée au fronton de l'édifice dans lequel se déroulent les activités et toute apposition d'enseigne commerciale dont les inscriptions sont sans rapport avec la raison sociale portée sur la carte d'autorisation d'installation."
"924","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Les infractions aux dispositions législatives en vigueur relatives à la garantie et au service après-vente sont punies d'une peine d'emprisonnement d'un (01) à six (06) mois et d'une amende de cent mille (500.000) à cinq millions (5.000.000) de francs CFA et ou de l'une de ces deux peines. En outre, l'obligation d'exécuter le service après-vente peut être ordonnée par le juge."
"925","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Les infractions aux dispositions législatives en vigueur relatives aux tromperies, aux falsifications et à la sécurité du consommateur sont punies d'une peine d'emprisonnement d'un (01) à six (06) mois et d'une amende d'un million (1.000.000) à trois millions (3.000.000) de francs CFA et ou de l'une de ces deux peines. Ces peines sont applicables même au cas où la falsification nuisible seraient connue de l'acheteur ou du consommateur."
"926","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Les peines prévues à l'article 925 sont portées au double si une substance falsifiée, contrefaite, corrompue ou toxique nuisible à la santé de l'homme ou de l'animal est impliquée dans la commission de l'infraction."
"927","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Nonobstant les dispositions de l'article 925 et 926 ci-dessus, les marchandises, objets ou appareils dont les ventes, usage ou détention, constituent des infractions au sens des dispositions législatives relatives aux tromperies et falsifications, peuvent être confisqués. Si les marchandises, objets, ou appareils ont été reconnus dangereux pour l'homme ou pour l'animal, l'autorité compétente pour la saisie, procède à leur destruction ou leur donne une utilisation appropriée. Le tribunal peut ordonner dans tous les cas que le jugement de condamnation soit publié intégralement ou par extraits dans les journaux qu'il désigne et affiché dans les lieux qu'il indique. Ces mesures se font aux frais du condamné."
"928","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Est puni des peines prévues à l'article 924 ci-dessus, quiconque, au mépris des dispositions d'un arrêté pris en application des dispositions législatives en vigueur relatives aux ventes sauvages et au paracommercialisme : 1) fabrique, importe, exporte, met, sur le marché à titre gratuit ou onéreux un produit ou un service ayant fait l'objet de mesure de suspension provisoire; 2) ometde diffuser les mises en garde ou précautions d'emploi ordonnées; 3) n'échange pas, ne modifie pas ou ne rembourse pas, dans les conditions de lieu et de délai prescrites, totalement ou partiellement le produit ou le service; 4) ne procède pas au retrait ou à la destruction d'un produit; 5) ne respecte pas les mesures d'urgence prescrites pour faire cesser le danger grave ou immédiat présenté par le produit ou le service; 6) ne respecte pas la mesure de consignation décidée pour les produits susceptibles de présenter un danger grave ou immédiat; 7) n'observe pas la mesure de suspension de la prestation de service."
"929","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions aux dispositions annexes à l'organisation de la concurrence","Le tribunal qui prononce une condamnation pour une infraction aux textes pris en application des dispositions législatives relatives aux tromperies et falsifications peut ordonner aux :fraisdu condamné: 1) la publication de la décision de condamnation et la diffusion d'un ou de plusieurs messages informant le public de cette décision; 2) le retrait ou la destruction des produits sur lesquels ont porté l'infraction et l'interdiction de la prestation de service; 3) la confiscation du produit de la vente des produits ou de la prestation de service sur lesquelles a porté l'infraction."
"930","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des sanctions diverses","Le tribunal compétent peut, dès qu'il est saisi des poursuites pour les infractions visées à l'article précédent, ordonner la suspension de la vente du produit ou de la prestation de service incriminée."
"931","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des sanctions diverses","Est puni de quinze (15) jours à un (01) mois d'emprisonnement et/ou d'une amende de cent mille (100.000) à deux millions (2.000.000) de francs CFA ou de huit (08) à quinze (15) journées de travaux d'intérêt général, quiconque s'oppose de quelque façon que ce soit à l'exercice des fonctions dont sont chargés les fonctionnaires et agents de l'Etat spécialement commissionnés pour dresser des procès-verbaux. En cas de récidive, la peine d'emprisonnement est portée à deux (02) mois."
"932","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des sanctions diverses","Pour les infractions constatées en matière de fraude, de tromperies et falsifications, de publicité mensongère et de manquement aux règles de sécurité du consommateur, le ministre chargé du commerce peut ordonner la fermeture administrative de magasins et boutiques de vente au détail pour une durée maximum de trois (03) mois."
"933","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des sanctions diverses","La récidive constitue une circonstance aggravante pour les infractions visées aux sections 2 et 3 du présent chapitre. Sont réputés en état de récidive ceux qui, dans un délai de deux (02) ans, se sont rendus coupables d'une infraction de même nature que celle pour laquelle ils ont été condamnés définitivement. En cas de récidive pour les infractions énumérées à l'article 932 ci-dessus, le juge peut ordonner la cessation temporaire ou définitive de toute activité commerciale sur l'ensemble du territoire national."
"934","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","De l'exercice illégal des professions réglementées","Les complices convaincus d'infractions visées aux sections 2 et 3 du présent chapitre sont punis des mêmes peines que les auteurs principaux. Chapitre m : Des infractions relatives aux professions et secteurs réglementés"
"935","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","De l'exercice illégal des professions réglementées","Est considéré comme illégal et passible des sanctions prévues à l'article 937, tout exercice ou tentative d'exercice d'une profession réglementée en violation des conditions définies par la législation en vigueur."
"936","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","De l'exercice illégal des professions réglementées","Est interdit et passible des sanctions prévues à l'article 937, le fait pour une personne d'usurper un titre, fonction, qualité et signe dont l'usage est soumis à desrestrictions légales ou réglementaires, soit en faisant précéder ou suivre son nom de ce titre, soit en usant, pour son nom ou pour le compte d'une personne morale, dès termes susceptibles d'entretenir dans le public une croyance erronée quant à la profession exercée par cette personne ou la personne morale."
"937","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est puni d'une peine d'emprisonnement de six (06) mois à deux (02) ans et de cinq cent mille (500.000) à deux millions (2.000.000) de francs CFA d'amende ou de l'une de ces deux peines, quiconque exerce ou tente d'exercer illégalement une profession réglementée, l'usurpe ou tente de l'usurper. En cas de récidive, les peines de prison et d'amende peuvent être portées au double du maximum. Sous-section 1: Des infractions dans le secteur de l'artisanat"
"938","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Sans préjudice aux dispositions du présent code, le non-respect de la réglementation relative à l'artisanat expose les contrevenants aux sanctions et pénalités suivantes: 1) le refus de se soumettre à l'identification conduit à l'exclusion de la jouissance des privilèges accordés aux artisans et entreprises artisanales; 2) le refus de se soumettre à l'inscription ou à l'immatriculation expose le contrevenant à l'interdiction d'exercer l'activité; 3) les fausses déclarations au moment de l'inscription ou de l'immatriculation conduisent au retrait de la carte professionnelle et à une amende variant de cent mille (100.000) à cinq cent mille (500.000) de francs CFA selon le temps de l'usage du faux. Sous-section 2: Des infractions dans les secteurs de l'électricité et de l'eau potable"
"939","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Toute personne qui se livre à des activités de fourniture d'énergie électrique ou d'eau potable dans une situation où la législation en vigueur requiert la conclusion préalable d'une convention de concession ou de délégation sans avoir valablement conclu une telle convention de concession ou de délégation est punie d'une amende de deux millions (2 000 000) à dix millions (10.000.000) de francs CFA. La peine visée au point précédent est encourue par toute personne exploitant des installations électriques ou d'eau potable, dans un objectif de fourniture d'énergie électrique ou d'eau potable et en vertu de droits acquis sous l'empire de la législation antérieure, sans avoir obtenu ou déposé une demande de reconnaissance desdits droits dans les délais requis. Toute personne ayant exploité des installations électriques ou d'eau potable destinées à fournir de l'énergie électrique ou de l'eau potable sans avoir préalablement obtenu une autorisation d'exploitation à cet effet est punie d'une amende de un million (1 000 000) à cinq millions (5.000.000) de francs CFA. Toute personne ayant exploité des installations électriques ou d'eau potable non destinées à fournir de l'énergie électrique ou de l'eau potable sans avoir préalablement obtenu une autorisation d'exploitation à cet effet est punie d'une amende de cent mille (100 000) à cinq cent mille (500.000) francs CFA. ."
"940","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Tout candidat à l'octroi de toute concession ou de délégation qui sciemment, . foumit des informations qu'il savait mensongères aux fins de se voir octroyer ladite concession ou de délégation de gestion est puni d'une amende de cinq millions (5.000.000) à cinq cent millions (500.000.000) de francs CFA."
"941","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est puni d'une amende d'un million (1 000 000) à trois millions (3.000.000) francs CFA tout concessionnaire ou délégataire de service public titulaire d'autorisation d'exploitation qui, sciemment, fait obstacle, ou tente de faire obstacle, par quelque moyen que ce soit à l'exercice par l'autorité de réglementation et le ministre chargé de l'énergie ou de l'eau, de leurs pouvoirs d'inspection des installations électriques ou d'eau potable déterminés par la législation en vigueur."
"942","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Tout concessionnaire ou délégataire de service public qui, sans justification refuse de fournir de l'énergie électrique ou de l'eau potable à tout consommateur ayant déposé une demande en ce sens sur le territoire visé à la convention de concession ou de délégation à laquelle il est partie est puni d'une amende d'un million (1 000000) à trois millions (3.000.000) de francs CFA. Tout concessionnaire ou délégataire qui, sans justification, refuse à tout autre concessionnaire ou délégataire ou à tout consommateur le droit de faire transiter de l'énergie électrique ou de l'eau potable par ses installations électriques ou d'eau potable est puni d'une amende de deux millions (2 000 000) à cinq millions (5.000.000) de francs CFA. Aux fins de l'application des alinéas 1 et 2 ci-dessus, l'existence d'un fait justificatif du refus de fourniture ou de transit est appréciée au regard de : 1) l'obligation légale du concessionnaire ou délégataire de fournir de l'énergie électrique ou de l'eau potable conformément aux conditions stipulées à la convention de concession ou délégation; 2) l'obligation légale du concessionnaire transporteur de permettre à un autre concessionnaire de faire transiter de l'énergie électrique ou de l'eau potable par ses installations électriques ou d'eau potable, hormis en cas d'impossibilité technique ou de capacité de transport ou de transit de l'énergie électrique ou de l'eau potable."
"943","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Tout concessionnaire ou tout délégataire ou tout exploitant qui sciemment facture à tout consommateur ou à tout autre concessionnaire ou délégataire ou exploitant, tout service lié à la fourniture d'énergie électrique ou d'eau potable à des prix plus élevés que ceux fixés à la convention de concession ou de délégation concernée ou aux règlements tarifaires est puni d'une amende de deux millions (2 000000) à cinq millions (5.000.000) de francs CFA."
"944","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est considéré comme constitutif d'un délit de corruption ou de trafic d'influence tels que définis aux articles 594 et 608 du présent code le fait pour : 1) tout membre de l'autorité de réglementation de solliciter, agréer ou faciliter par ses fonctions, directement ou indirectement, des offres, promesses, dons ou des avantages quelconques en vue de favoriser l'octroi de toute concession ou la délivrance ou le renouvellement de toute autorisation d'exploitation, ou l'insertion dans toute convention de concession de stipulations plus favorables, au bénéfice de l'auteur des offres, promesses, dons oudes avantages quelconques en question, soit pour accomplir ou s'abstenir d'accomplir un acte inhérent à un quelconque de ses mandats, soit pour abuser de son influence réelle ou supposée; 2) tout candidat à l'octroi de toute concession ou à la délivrance ou au renouvellement de toute autorisation d'exploitation d'effectuer ou offrir, ou tenter d'effectuer ou d'offrir, à tout membre de l'autorité de réglementation, des offres, promesses, dons ou des avantages quelconques aux fins d'obtenir du ou des membres en question l'un des avantages mentionnés au point 1 ci-dessus. Les infractions prévues au présent article sont punies d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende égale au double de la valeur des promesses agréées ou des choses reçues ou demandées, sans que ladite amende puisse être inférieure à cinq cent mille (500.000) francs CFA."
"945","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Constitue une prise illégale d'intérêt au sens de l'article 614 du présent code le fait pour toute personne dépositaire de l'autorité publique ou tout membre de l'autorité de réglementation qui, postérieurement à la conclusion de toute convention de concession, sciemment, prend, reçoit ou conserve, directement ou indirectement, un intérêt quelconque dans une entreprise ou opération pour laquelle ladite convention de concession a été conclue. L'infraction prévue au présent article est punie d'une peine d'un (01) à trois (03) an(s) d'emprisonnement et d'une amende de cinq millions (5.000.000) à cinquante minions (50.000.000) de francs CFA, ou de l'une de ces deux peines."
"946","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Tout concessionnaire ou délégataire qui sciemment, seul ou en coopération avec d'autres concessionnaires met en œuvre ou réalise ou tente de mettre en œuvre ou de réaliser, toute pratique ayant pour objet ou effet d'opérer une discrimination non justifiée au regard d'une personne ou d'une catégorie de personnes, est puni d'une amende de deux millions (2 000 000) à cinq millions (5.000.000) de francs CFA. Pour l'application de l'alinéa précédent, sont considérés comme justifiant les disparités de traitement entre plusieurs personnes ou catégories de personnes, les impératifs issus de raisons techniques ou liées à la capacité des installations électriques ou d'eau potable du concessionnaire ou délégataire concerné ou toutes autres raisons pouvant objectivement justifier de telles disparités. Sous-section 3 : Des infractions relatives au secteur de la communication et des médias"
"947","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est constitutif du délit d'omission et puni d'une amende de dix mille (10.000) à cent mille (100.000) francs CFA, tout manquement aux prescriptions relatives à la déclaration, à l'impression et au dépôt légal en ce qui concerne la presse écrite, à l'enregistrement et à la conservation des émissions radiodiffusées ou télévisées. En cas de récidive, la peine maximale peut être appliquée."
"948","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Toute contravention à l'interdiction d'apposer des affiches particulières dans les endroits désignés par le préfet ou le maire comme étant exclusivement destinés à recevoir les affiches et actes émanant de l'autorité publique, est punie d'une amende de cinq mille (5.000) à cent mille (100.000) francs CFA et, en cas de récidive, du double de cette peine."
